30507500,45,71500,india_road_circuit_02_r,fe_599
32787500,90,81500,japan_race_track_01_v2,maz_eva
35247500,135,90500,uk_road_circuit_01_r,au_rs6
37897500,180,101500,norway_road_circuit_02_n,ruf_rgt
40747500,225,154500,canada_road_point_03_n,mar_b2
41997500,285,60500,chile_road_circuit_01_n,pa_hu
43247500,345,202500,india_road_point_02_n,au_r8
44497500,405,102500,japan_dlc_road_circuit_03_r,bm_m1
45747500,465,149000,uk_road_point_02_n,as_ma_2014
46997500,525,85000,norway_race_track_01_v2,mc_p1
48497500,585,94000,canada_dlc_road_circuit_03_r,gta_spa
49997500,645,213500,chile_road_point_04_n,fe_ff
51497500,705,55000,india_race_track_v3,ruf_ctr
52997500,765,149500,japan_road_point_02_n,me_sl_am
54497500,825,76000,uk_road_circuit_02_n,gu_ap
56150000,855,207000,norway_road_point_03_n,cit_surv
57800000,885,67500,canada_road_circuit_01_r,fe_488_gtb
59450000,915,45500,chile_dlc_road_circuit_01_r,au_ttrs
61100000,945,78500,india_road_circuit_01_r,ari_at
62750000,975,216000,japan_road_point_01_r,wm_ly_hy
64500000,995,93000,uk_race_track_v3,ren_rs01
66250000,1015,78000,norway_road_circuit_01_r,ktm_1290_sd
68000000,1035,56500,canada_race_track_v3,wo_typ
69750000,1055,47400,chile_road_circuit_02_n,mi_jcw
71500000,1075,175500,india_road_point_01_r,me_amg_gt3
73350000,1085,77800,japan_road_circuit_02_n,ren_dez
75200000,1095,118400,uk_road_point_01_r,cat_sp300
77050000,1105,153500,norway_road_point_01_r,ko_ag
78900000,1115,191000,canada_road_point_01_r,ar_4c
80750000,1125,181000,chile_road_point_01_n,vu_05
82650000,1135,72500,india_dlc_road_circuit_03_n,bi_bb3
84550000,1145,103500,japan_road_circuit_01_r,fe_enz
86450000,1155,54000,uk_dlc_road_circuit_04_v1_r,duc_1299_pan_s
88350000,1165,66500,norway_race_track_01_v3,do_vi
90250000,1175,51200,canada_road_circuit_02_n,kaw_zx10_r
92200000,1185,58500,chile_race_track_v1,lam_av50
94150000,1195,215200,india_road_point_02_r,jag_f_type_r
96100000,1205,67800,japan_road_circuit_02_r,bmw_s1000_rr_sp
98050000,1215,136800,uk_road_point_02_r,pe_onyx
100000000,1225,95500,norway_dlc_road_circuit_03_n,ren_alp
102000000,1235,101100,canada_dlc_road_circuit_03_n,nis_370
104000000,1245,190900,chile_road_point_04_r,mv_agusta_f4_rr
106000000,1255,80900,india_road_circuit_02_n,vw_des_vis_gti
108000000,1265,148000,japan_road_point_02_r,fe_f50
110000000,1275,108000,uk_dlc_road_circuit_03_n,yam_yzf_r1m
112000000,1285,174800,norway_road_point_03_r,ko_one_1
114000000,1295,49900,canada_race_track_v1,ktm_rc8_r
116000000,1305,43100,chile_road_circuit_02_r,che_co_c7_z06
118000000,1315,71900,india_dlc_road_circuit_03_r,mc_p1_gtr
120000000,1325,103200,japan_road_circuit_01_n,hon_cbr1000_rr_sp
122000000,1331,48300,uk_dlc_road_circuit_04_v3_n,ico_vul
124000000,1337,74200,norway_road_circuit_01_n,fe_laf_fxxk
126000000,1342,58200,canada_road_circuit_02_r,do_chal
128000000,1347,177100,chile_road_point_01_r,lam_ses
130000000,1352,73200,india_road_circuit_01_n,ebr_1190_sx
132000000,1357,94800,japan_dlc_road_circuit_03_n,jag_xj220
134000000,1362,79100,uk_road_circuit_01_n,suz_gsxr_1000
136000000,1367,88800,norway_dlc_road_circuit_03_r,duc_desmo_rr
138000000,1372,144000,canada_road_point_03_r,fe_fxx_ev
140000000,1377,39800,chile_dlc_road_circuit_01_n,he_ve_gt
